Id,Class
1,0.21692622
2,0.23206174
3,0.22641781
4,0.20838536
5,0.20751072
6,0.21392773
7,0.20755324
8,0.21933109
9,0.20794901
10,0.24001545
11,0.23422952
12,0.21010633
13,0.26548135
14,0.21741833
15,0.2364266
16,0.23840381
17,0.21082896
18,0.23373304
19,0.23477031
20,0.21288647
21,0.26672658
22,0.20942521
23,0.20741405
24,0.21102278
25,0.23452294
26,0.21121113
27,0.20993084
28,0.23230816
29,0.23460895
30,0.23234606
31,0.260958
32,0.23257853
33,0.22987185
34,0.25188962
35,0.21635573
36,0.2527338
37,0.22604345
38,0.21657561
39,0.22100684
40,0.20508927
41,0.21958645
42,0.23532459
43,0.20614317
44,0.22689132
45,0.22126354
46,0.21868522
47,0.21532033
48,0.21848893
49,0.21382892
50,0.26067528
51,0.20417374
52,0.21951252
53,0.21004266
54,0.20846613
55,0.26081616
56,0.24628766
57,0.20923793
58,0.23843443
59,0.23349707
60,0.21370529
61,0.21621929
62,0.20737612
63,0.2175024
64,0.20560536
65,0.21580526
66,0.23537746
67,0.20709929
68,0.34294626
69,0.21799836
70,0.23890415
71,0.24780366
72,0.21325783
73,0.21222742
74,0.21046343
75,0.20720094
76,0.21188357
77,0.22813784
78,0.20502442
79,0.2142991
80,0.22889853
81,0.20717482
82,0.20936422
83,0.2122904
84,0.21081896
85,0.21730159
86,0.21661696
87,0.20843408
88,0.21274906
89,0.21980342
90,0.22543883
91,0.26406235
92,0.21693091
93,0.22511065
94,0.20638384
95,0.22614914
96,0.21782888
97,0.21426849
98,0.2086673
99,0.23956943
100,0.21669011
101,0.20946321
102,0.23473714
103,0.23655334
104,0.2506264
105,0.37274405
106,0.21126108
107,0.21156064
108,0.23456454
109,0.23565492
110,0.24211778
111,0.21258098
112,0.21520318
113,0.23922665
114,0.23543105
115,0.22661565
116,0.2213368
117,0.20921353
118,0.20970687
119,0.26349375
120,0.2325176
121,0.2343886
122,0.21313304
123,0.20993038
124,0.21235168
125,0.204955
126,0.21688795
127,0.2151126
128,0.26616535
129,0.22295798
130,0.242555
131,0.24169879
132,0.23369752
133,0.20971054
134,0.22795978
135,0.23034544
136,0.21400805
137,0.2075489
138,0.23258644
139,0.21367864
140,0.21484101
141,0.21195666
142,0.23211548
143,0.21725513
144,0.21487412
145,0.20877616
146,0.20729908
147,0.22011326
148,0.20652398
149,0.24679124
150,0.23819198
151,0.2244206
152,0.25686386
153,0.21028304
154,0.22689526
155,0.21929057
156,0.2182917
157,0.20513177
158,0.2154626
159,0.2341334
160,0.22537313
161,0.21012305
162,0.2596552
163,0.21837224
164,0.24300547
165,0.21537854
166,0.22800642
167,0.2365382
168,0.21410504
169,0.23082195
170,0.2157189
171,0.21854766
172,0.21526892
173,0.20466836
174,0.2077689
175,0.23537414
176,0.23038994
177,0.20726077
178,0.21845192
179,0.21630265
180,0.20757823
181,0.25013936
182,0.24751648
183,0.20539062
184,0.22790179
185,0.20726053
186,0.20979913
187,0.23287646
188,0.21532948
189,0.21148106
190,0.2183335
191,0.23244794
192,0.22160736
193,0.22827809
194,0.20810722
195,0.2238627
196,0.23200051
197,0.20823193
198,0.2383253
199,0.24709673
200,0.22293617
201,0.20962632
202,0.2435658
203,0.22873786
204,0.21244994
205,0.21826212
206,0.21177344
207,0.24035336
208,0.21543145
209,0.20900233
210,0.2175693
211,0.2258257
212,0.21047075
213,0.23478167
214,0.20972365
215,0.23290779
216,0.21657486
217,0.2290842
218,0.21217164
219,0.21316105
220,0.22777936
221,0.20972808
222,0.2347813
223,0.23183571
224,0.2740288
225,0.21762663
226,0.21568835
227,0.20463812
228,0.21823469
229,0.23294033
230,0.22510655
231,0.20929682
232,0.22057967
233,0.22078933
234,0.25309017
235,0.23568457
236,0.2065824
237,0.2285731
238,0.20803127
239,0.20879392
240,0.21149309
241,0.20462759
242,0.20493324
243,0.2357234
244,0.21769594
245,0.21276475
246,0.20730454
247,0.221317
248,0.21451391
249,0.28768402
250,0.21724765
251,0.21567552
252,0.20956536
253,0.23938353
254,0.21614143
255,0.21351856
256,0.20893691
257,0.23837952
258,0.21140657
259,0.2148675
260,0.21920447
261,0.21663244
262,0.22907421
263,0.20502742
264,0.21568727
265,0.21561831
266,0.2099611
267,0.23557904
268,0.24649362
269,0.21641077
270,0.21002798
271,0.20941478
272,0.24339046
273,0.20457141
274,0.20797549
275,0.22740863
276,0.20506532
277,0.21753287
278,0.22932982
279,0.20775968
280,0.250953
281,0.20786123
282,0.21623898
283,0.2068693
284,0.21461453
285,0.23572783
286,0.22025585
287,0.20661095
288,0.20737489
289,0.23526418
290,0.21352178
291,0.20641938
292,0.24063165
293,0.21746267
294,0.22952871
295,0.23079759
296,0.20752658
297,0.21117944
298,0.21226926
299,0.23842615
300,0.23899783
301,0.24060696
302,0.21513087
303,0.23599494
304,0.2089863
305,0.23242684
306,0.23751892
307,0.24468374
308,0.23556645
309,0.22539678
310,0.26311228
311,0.21085389
312,0.23913312
313,0.22179064
314,0.20735045
315,0.20944786
316,0.24688691
317,0.23777062
318,0.21134777
319,0.22852507
320,0.20889165
321,0.21667999
322,0.23053232
323,0.23535955
324,0.20955667
325,0.21453568
326,0.21820317
327,0.23207779
328,0.24715468
329,0.21716388
330,0.22552043
331,0.2379924
332,0.22889034
333,0.23339804
334,0.20836101
335,0.2227268
336,0.20879467
337,0.2304833
338,0.24703814
339,0.22058648
340,0.25140122
341,0.20828669
342,0.20771009
343,0.21495904
344,0.2120283
345,0.2282588
346,0.24982691
347,0.22655137
348,0.20776659
349,0.20826447
350,0.23730032
351,0.23975702
352,0.23141646
353,0.2101599
354,0.2113052
355,0.20794158
356,0.21571922
357,0.20899808
358,0.21689738
359,0.20637833
360,0.21436918
361,0.21005487
362,0.21439531
363,0.2141336
364,0.2344263
365,0.25646245
366,0.20487286
367,0.2138154
368,0.22191733
369,0.2285642
370,0.22547543
371,0.22280064
372,0.2164447
373,0.2329978
374,0.20558771
375,0.24023686
376,0.24655408
377,0.23237759
378,0.23367804
379,0.22210228
380,0.21163344
381,0.20874992
382,0.21123503
383,0.23577605
384,0.20893167
385,0.20704748
386,0.21580362
387,0.23385061
388,0.23754604
389,0.22691308
390,0.29978168
391,0.21588187
392,0.24564537
393,0.20927602
394,0.24138078
395,0.21065396
396,0.22051686
397,0.21166438
398,0.2474031
399,0.24827208
400,0.22246252
401,0.21073999
402,0.20888908
403,0.24426615
404,0.20785248
405,0.20584175
406,0.26837966
407,0.21481124
408,0.20792958
409,0.2750236
410,0.22842987
411,0.23497033
412,0.2022232
413,0.22135922
414,0.23807184
415,0.25637445
416,0.23444422
417,0.21540146
418,0.2381998
419,0.23283961
420,0.23486152
421,0.22332117
422,0.21097387
423,0.22051698
424,0.22676098
425,0.23452106
426,0.21357632
427,0.260244
428,0.22090529
429,0.22374533
430,0.22173727
431,0.20534287
432,0.23432806
433,0.29297307
434,0.21507844
435,0.21103111
436,0.23643258
437,0.21455921
438,0.34251943
439,0.23188591
440,0.21656126
441,0.20643625
442,0.22841798
443,0.21078013
444,0.21025176
445,0.21365273
446,0.2621349
447,0.20687425
448,0.21387883
449,0.22824927
450,0.2075265
451,0.20884223
452,0.3152324
453,0.20906939
454,0.21291478
455,0.21486773
456,0.23234773
457,0.21428992
458,0.21602222
459,0.26825726
460,0.21769927
461,0.23186475
462,0.21017447
463,0.20430325
464,0.23881432
465,0.20489979
466,0.21532737
467,0.24366547
468,0.23039904
469,0.21903649
470,0.21078973
471,0.23277295
472,0.23809536
473,0.20945272
474,0.23139098
475,0.22979909
476,0.20979849
477,0.23648573
478,0.23479974
479,0.21250005
480,0.23322928
481,0.21943127
482,0.25814605
483,0.22408879
484,0.20653471
485,0.2306193
486,0.23269744
487,0.27617115
488,0.2481973
489,0.21189822
490,0.20589082
491,0.20870145
492,0.21388164
493,0.2142681
494,0.20957474
495,0.23824188
496,0.21626964
497,0.20809919
498,0.20679423
499,0.21390055
500,0.23232567
501,0.21597658
502,0.23216222
503,0.21613221
504,0.23202488
505,0.212726
506,0.23613264
507,0.24668093
508,0.25282222
509,0.23323564
510,0.21217225
511,0.21105927
512,0.23762082
513,0.2223765
514,0.23632473
515,0.21687938
516,0.20987998
517,0.21772373
518,0.23837638
519,0.20638184
520,0.20577769
521,0.21082965
522,0.2086941
523,0.20808354
524,0.23302627
525,0.20776631
526,0.24798678
527,0.20917627
528,0.20751771
529,0.21070573
530,0.23230879
531,0.20649378
532,0.2187491
533,0.20730594
534,0.23553087
535,0.21492699
536,0.2384143
537,0.20970178
538,0.21822284
539,0.20911433
540,0.23472627
541,0.2159176
542,0.20925209
543,0.21517439
544,0.21342722
545,0.22915377
546,0.21123423
547,0.22904359
548,0.22579074
549,0.23720844
550,0.23508419
551,0.20803206
552,0.20500693
553,0.20493324
554,0.21536995
555,0.21281838
556,0.20940864
557,0.21437813
558,0.20756862
559,0.23260154
560,0.21241489
561,0.22190963
562,0.23916301
563,0.20970815
564,0.21722803
565,0.23836468
566,0.24085362
567,0.23290312
568,0.21564558
569,0.20902924
570,0.20588589
571,0.2309096
572,0.24468721
573,0.23312482
574,0.21077241
575,0.211823
576,0.21122526
577,0.20795865
578,0.20778391
579,0.23472185
580,0.21573989
581,0.2344185
582,0.22887142
583,0.24214768
584,0.22674127
585,0.21326478
586,0.2095858
587,0.24000476
588,0.23230654
589,0.21498992
590,0.23196366
591,0.2272297
592,0.22989321
593,0.21721922
594,0.20918605
595,0.24840038
596,0.23819904
597,0.23623466
598,0.21788104
599,0.22625694
600,0.22298883
601,0.21522585
602,0.21523213
603,0.25070143
604,0.2266443
605,0.2378997
606,0.23207512
607,0.23508632
608,0.21322155
609,0.22681916
610,0.26368007
611,0.21049969
612,0.20908333
613,0.23776269
614,0.20552109
615,0.25437737
616,0.21021627
617,0.23557876
618,0.23834637
619,0.21405892
620,0.208852
621,0.21903029
622,0.23238681
623,0.21826904
624,0.2185842
625,0.27148136
626,0.20754154
627,0.23959948
628,0.20816974
629,0.23017393
630,0.20815198
631,0.23365878
632,0.24670693
633,0.21472336
634,0.23847093
635,0.21005093
636,0.21596444
637,0.21091217
638,0.24295014
639,0.23661053
640,0.23824315
641,0.22863312
642,0.20740396
643,0.22619392
644,0.23646827
645,0.22057565
646,0.21631448
647,0.23847619
648,0.20956385
649,0.21730767
650,0.22935551
651,0.23091233
652,0.21106559
653,0.20850155
654,0.21800664
655,0.20831102
656,0.21506202
657,0.24359763
658,0.21225049
659,0.24092236
660,0.24318452
661,0.21739724
662,0.22597885
663,0.2157701
664,0.23423167
665,0.23468462
666,0.20570882
667,0.21227445
668,0.22864455
669,0.20784642
670,0.22255798
671,0.21066645
672,0.20953615
673,0.20844121
674,0.20974584
675,0.2239074
676,0.2318855
677,0.23108795
678,0.20951355
679,0.25429365
680,0.21528974
681,0.22495654
682,0.24148454
683,0.2053973
684,0.20441441
685,0.20840012
686,0.2301658
687,0.2183253
688,0.21892734
689,0.23781197
690,0.23997842
691,0.22791657
692,0.2192356
693,0.2140907
694,0.2212957
695,0.20839015
696,0.2104298
697,0.2076992
698,0.21179707
699,0.20926934
700,0.23809363
701,0.20454313
702,0.23247547
703,0.23486207
704,0.21922436
705,0.23921558
706,0.22470568
707,0.23696509
708,0.20434274
709,0.21743248
710,0.22132577
711,0.2107037
712,0.21567105
713,0.2080706
714,0.20803046
715,0.2358235
716,0.21549371
717,0.23487218
718,0.30790138
719,0.21655813
720,0.22708495
721,0.21922232
722,0.21455906
723,0.20476392
724,0.23223092
725,0.23486286
726,0.23877585
727,0.22817834
728,0.38912806
729,0.23318331
730,0.20787847
731,0.21352944
732,0.2124499
733,0.20659557
734,0.23011687
735,0.21229823
736,0.20938328
737,0.21099828
738,0.25990897
739,0.22563685
740,0.21002476
741,0.2280518
742,0.23824911
743,0.21660915
744,0.21630946
745,0.2128523
746,0.21087739
747,0.20502359
748,0.21385701
749,0.20962848
750,0.20792209
751,0.22338322
752,0.2331981
753,0.2097773
754,0.23270579
755,0.20879184
756,0.24411984
757,0.20916185
758,0.2119075
759,0.2252472
760,0.25909236
761,0.22636317
762,0.23227814
763,0.20754021
764,0.22955623
765,0.21642566
766,0.2384449
767,0.21163976
768,0.21473353
769,0.2127841
770,0.23923033
771,0.20836732
772,0.23313642
773,0.4408901
774,0.23225854
775,0.21123053
776,0.24274245
777,0.21607448
778,0.21754517
779,0.21004598
780,0.2230623
781,0.20767145
782,0.20686726
783,0.23015343
784,0.20982738
785,0.22074309
786,0.20906444
787,0.2337566
788,0.21956947
789,0.22661193
790,0.20977528
791,0.21469963
792,0.2062364
793,0.21913622
794,0.23278002
795,0.20481177
796,0.20919986
797,0.21659665
798,0.23251341
799,0.21391408
800,0.21898007
801,0.20956029
802,0.22016299
803,0.21179375
804,0.21022373
805,0.22032486
806,0.20978151
807,0.22934683
808,0.22247767
809,0.20809406
810,0.20922846
811,0.20734936
812,0.23499563
813,0.23501654
814,0.20585945
815,0.23108721
816,0.22698179
817,0.24735537
818,0.20891772
819,0.21165319
820,0.21690714
821,0.24841085
822,0.21958087
823,0.2086981
824,0.23609816
825,0.23228545
826,0.20540321
827,0.20813145
828,0.23383416
829,0.21552183
830,0.23824713
831,0.2349787
832,0.20519376
833,0.20879392
834,0.23105668
835,0.2349681
836,0.25034344
837,0.20876898
838,0.23647611
839,0.23631229
840,0.24729586
841,0.2397206
842,0.2056495
843,0.21664615
844,0.236091
845,0.23717657
846,0.2201525
847,0.20927162
848,0.24468865
849,0.21650355
850,0.22955295
851,0.23993617
852,0.22121236
853,0.24007972
854,0.21556818
855,0.23292421
856,0.21183947
857,0.21685673
858,0.21783406
859,0.23029065
860,0.21039018
861,0.23452032
862,0.20495597
863,0.23278545
864,0.33801377
865,0.22811733
866,0.20859405
867,0.23843595
868,0.2049208
869,0.2326003
870,0.23848157
871,0.20432648
872,0.20854019
873,0.23175803
874,0.23305438
875,0.210971
876,0.2107846
877,0.21978827
878,0.23551941
879,0.2383907
880,0.23829572
881,0.21357542
882,0.23559625
883,0.20861949
884,0.21696316
885,0.23293816
886,0.21027201
887,0.20961043
888,0.20697118
889,0.20816322
890,0.23877084
891,0.21344432
892,0.20839456
893,0.20832184
894,0.23504278
895,0.2142069
896,0.22496803
897,0.2197506
898,0.20997408
899,0.21157849
900,0.21091849
901,0.2116871
902,0.20869584
903,0.20526823
904,0.21328779
905,0.26098695
906,0.29208747
907,0.23033978
908,0.24778095
909,0.21073939
910,0.20410457
911,0.21960966
912,0.2106446
913,0.21082748
914,0.20797116
915,0.23256357
916,0.21313556
917,0.24066819
918,0.21639796
919,0.23308262
920,0.21217225
921,0.21292298
922,0.34490517
923,0.21065426
924,0.20781627
925,0.20578057
926,0.21058024
927,0.23444422
928,0.21868277
929,0.22386949
930,0.20758833
931,0.24428995
932,0.20534505
933,0.23246919
934,0.21040353
935,0.23269975
936,0.21006855
937,0.20499462
938,0.2191976
939,0.21185356
940,0.22931205
941,0.23851953
942,0.2077561
943,0.23931108
944,0.20915696
945,0.26325014
946,0.23401609
947,0.23570824
948,0.26705694
949,0.2065643
950,0.22812349
951,0.21549632
952,0.24286139
953,0.24708818
954,0.23852551
955,0.20760427
956,0.27967918
957,0.2068693
958,0.20552866
959,0.23423737
960,0.23364277
961,0.2086417
962,0.23109475
963,0.2171333
964,0.23505329
965,0.212557
966,0.21249202
967,0.22942758
968,0.2347934
969,0.24361059
970,0.232572
971,0.2150583
972,0.22642897
973,0.21020198
974,0.21015866
975,0.21365905
976,0.20986895
977,0.2165627
978,0.23204303
979,0.22933038
980,0.21267094
981,0.21496062
982,0.23734388
983,0.2074608
984,0.22347891
985,0.2230189
986,0.20835117
987,0.22215076
988,0.2199088
989,0.25959274
990,0.24367239
991,0.21381615
992,0.21995005
993,0.23230654
994,0.22179256
995,0.21184984
996,0.23584978
997,0.22689222
998,0.20897159
999,0.22309135
1000,0.21150176
1001,0.22678131
1002,0.22069941
1003,0.2431357
1004,0.22476341
1005,0.23224413
1006,0.20772208
1007,0.21348001
1008,0.22944485
1009,0.24848141
1010,0.23205134
1011,0.2107923
1012,0.21992144
1013,0.21315293
1014,0.2467784
1015,0.24603261
1016,0.21488774
1017,0.2168513
1018,0.2363364
1019,0.23988812
1020,0.23503967
1021,0.20441851
1022,0.2124057
1023,0.20928478
1024,0.23276563
1025,0.2350975
1026,0.20976214
1027,0.21242131
1028,0.21355009
1029,0.24952695
1030,0.20901908
1031,0.22302133
1032,0.24213432
1033,0.24004339
1034,0.23299225
1035,0.22091457
1036,0.23299442
1037,0.21793932
1038,0.2382216
1039,0.20728184
1040,0.22158238
1041,0.21353708
1042,0.23280819
1043,0.21661137
1044,0.23806693
1045,0.24269767
1046,0.23835279
1047,0.21531065
1048,0.20532824
1049,0.20744148
1050,0.20518468
1051,0.23265362
1052,0.24292359
1053,0.22279112
1054,0.20794804
1055,0.21886703
1056,0.20652643
1057,0.20806555
1058,0.27298886
1059,0.2086734
1060,0.23294131
1061,0.23305038
1062,0.21886273
1063,0.24284796
1064,0.22272748
1065,0.23834524
1066,0.21668676
1067,0.21317355
1068,0.21827316
1069,0.21368852
1070,0.21173494
1071,0.2247377
1072,0.21301281
1073,0.21824414
1074,0.29894665
1075,0.21521197
1076,0.20975158
1077,0.218038
1078,0.21799532
1079,0.2190114
1080,0.2065449
1081,0.2385593
1082,0.20810051
1083,0.21833393
1084,0.20883085
1085,0.22417155
1086,0.21180698
1087,0.21138877
1088,0.23311153
1089,0.21353209
1090,0.23622586
1091,0.23833726
1092,0.20783167
1093,0.22746103
1094,0.23623574
1095,0.23320952
1096,0.23789716
1097,0.2420097
1098,0.21031587
1099,0.23068619
1100,0.21254283
1101,0.21464388
1102,0.21589778
1103,0.23494224
1104,0.20742024
1105,0.21643898
1106,0.20881242
1107,0.2183693
1108,0.20681138
1109,0.20490661
1110,0.2128129
1111,0.20614113
1112,0.24735063
1113,0.20947564
1114,0.20803049
1115,0.25215355
1116,0.21219157
1117,0.21636663
1118,0.23308112
1119,0.23235756
1120,0.20895743
1121,0.21844682
1122,0.21453702
1123,0.20831928
1124,0.2342598
1125,0.2379942
1126,0.21924435
1127,0.20769532
1128,0.21783808
1129,0.25718525
1130,0.22061239
1131,0.20940237
1132,0.2111968
1133,0.22228083
1134,0.2144022
1135,0.20483065
1136,0.23227115
1137,0.23218037
1138,0.23777923
1139,0.23235352
1140,0.27041304
1141,0.2292444
1142,0.21905391
1143,0.22527803
1144,0.2171084
1145,0.21216205
1146,0.21406522
1147,0.23070614
1148,0.23297888
1149,0.2048217
1150,0.21192348
1151,0.21230051
1152,0.22056213
1153,0.20870382
1154,0.2125639
1155,0.21639915
1156,0.21087883
1157,0.21751665
1158,0.22410902
1159,0.20686726
1160,0.23784034
1161,0.24458271
1162,0.20601155
1163,0.21762536
1164,0.20409273
1165,0.2116609
1166,0.21585369
1167,0.21732537
1168,0.20443581
1169,0.20865017
1170,0.21596786
1171,0.23859516
1172,0.20427343
1173,0.2233051
1174,0.2211307
1175,0.21121392
1176,0.2068693
1177,0.21068591
1178,0.20948192
1179,0.21452072
1180,0.2185725
1181,0.20988461
1182,0.20567851
1183,0.23281135
1184,0.21104708
1185,0.20508486
1186,0.20745657
1187,0.21970685
1188,0.20871526
1189,0.22534432
1190,0.2117572
1191,0.21529597
1192,0.21446781
1193,0.21513627
1194,0.2052723
1195,0.21745881
1196,0.28012598
1197,0.22782758
